id,acorn,acorn-grouped
2,ACORN-A,Affluent
3,ACORN-P,Adversity
4,ACORN-E,Affluent
6,ACORN-Q,Adversity
7,ACORN-H,Comfortable
8,ACORN-H,Comfortable
9,ACORN-L,Adversity
10,ACORN-H,Comfortable
11,ACORN-N,Adversity
12,ACORN-E,Affluent
13,ACORN-K,Adversity
16,ACORN-K,Adversity
18,ACORN-E,Affluent
19,ACORN-K,Adversity
20,ACORN-J,Comfortable
21,ACORN-E,Affluent
22,ACORN-Q,Adversity
23,ACORN-U,ACORN-U
24,ACORN-E,Affluent
25,ACORN-P,Adversity
26,ACORN-D,Affluent
27,ACORN-J,Comfortable
28,ACORN-E,Affluent
29,ACORN-P,Adversity
30,ACORN-A,Affluent
32,ACORN-Q,Adversity
33,ACORN-E,Affluent
34,ACORN-E,Affluent
35,ACORN-E,Affluent
36,ACORN-E,Affluent
37,ACORN-E,Affluent
38,ACORN-L,Adversity
39,ACORN-F,Comfortable
40,ACORN-A,Affluent
41,ACORN-Q,Adversity
42,ACORN-Q,Adversity
43,ACORN-H,Comfortable
45,ACORN-E,Affluent
47,ACORN-Q,Adversity
49,ACORN-E,Affluent
50,ACORN-D,Affluent
53,ACORN-F,Comfortable
54,ACORN-Q,Adversity
55,ACORN-K,Adversity
56,ACORN-Q,Adversity
57,ACORN-E,Affluent
58,ACORN-E,Affluent
59,ACORN-H,Comfortable
60,ACORN-F,Comfortable
61,ACORN-Q,Adversity
62,ACORN-H,Comfortable
63,ACORN-D,Affluent
66,ACORN-E,Affluent
67,ACORN-N,Adversity
68,ACORN-L,Adversity
69,ACORN-G,Comfortable
70,ACORN-H,Comfortable
72,ACORN-E,Affluent
73,ACORN-D,Affluent
74,ACORN-H,Comfortable
77,ACORN-Q,Adversity
78,ACORN-E,Affluent
79,ACORN-D,Affluent
80,ACORN-E,Affluent
81,ACORN-K,Adversity
83,ACORN-J,Comfortable
84,ACORN-D,Affluent
85,ACORN-D,Affluent
86,ACORN-E,Affluent
87,ACORN-E,Affluent
89,ACORN-H,Comfortable
90,ACORN-Q,Adversity
91,ACORN-H,Comfortable
92,ACORN-Q,Adversity
93,ACORN-H,Comfortable
94,ACORN-G,Comfortable
95,ACORN-E,Affluent
96,ACORN-C,Affluent
97,ACORN-G,Comfortable
98,ACORN-F,Comfortable
99,ACORN-U,ACORN-U
100,ACORN-N,Adversity
101,ACORN-L,Adversity
102,ACORN-Q,Adversity
103,ACORN-A,Affluent
104,ACORN-Q,Adversity
105,ACORN-D,Affluent
108,ACORN-J,Comfortable
110,ACORN-A,Affluent
111,ACORN-M,Adversity
112,ACORN-A,Affluent
113,ACORN-E,Affluent
114,ACORN-M,Adversity
115,ACORN-L,Adversity
116,ACORN-E,Affluent
117,ACORN-L,Adversity
118,ACORN-G,Comfortable
119,ACORN-H,Comfortable
120,ACORN-E,Affluent
121,ACORN-L,Adversity
122,ACORN-E,Affluent
123,ACORN-K,Adversity
125,ACORN-F,Comfortable
126,ACORN-E,Affluent
127,ACORN-L,Adversity
128,ACORN-H,Comfortable
129,ACORN-E,Affluent
130,ACORN-K,Adversity
131,ACORN-E,Affluent
132,ACORN-E,Affluent
133,ACORN-Q,Adversity
134,ACORN-L,Adversity
135,ACORN-Q,Adversity
136,ACORN-Q,Adversity
137,ACORN-H,Comfortable
138,ACORN-E,Affluent
140,ACORN-C,Affluent
142,ACORN-M,Adversity
143,ACORN-F,Comfortable
144,ACORN-E,Affluent
145,ACORN-F,Comfortable
148,ACORN-F,Comfortable
149,ACORN-F,Comfortable
150,ACORN-E,Affluent
151,ACORN-G,Comfortable
152,ACORN-E,Affluent
153,ACORN-E,Affluent
154,ACORN-Q,Adversity
155,ACORN-D,Affluent
156,ACORN-F,Comfortable
157,ACORN-G,Comfortable
159,ACORN-E,Affluent
160,ACORN-F,Comfortable
161,ACORN-E,Affluent
162,ACORN-Q,Adversity
163,ACORN-F,Comfortable
164,ACORN-E,Affluent
166,ACORN-Q,Adversity
167,ACORN-F,Comfortable
168,ACORN-E,Affluent
169,ACORN-E,Affluent
171,ACORN-O,Adversity
172,ACORN-E,Affluent
174,ACORN-Q,Adversity
175,ACORN-E,Affluent
176,ACORN-E,Affluent
177,ACORN-F,Comfortable
178,ACORN-Q,Adversity
179,ACORN-E,Affluent
180,ACORN-F,Comfortable
181,ACORN-E,Affluent
182,ACORN-E,Affluent
183,ACORN-G,Comfortable
184,ACORN-F,Comfortable
185,ACORN-F,Comfortable
188,ACORN-F,Comfortable
189,ACORN-E,Affluent
190,ACORN-F,Comfortable
191,ACORN-E,Affluent
192,ACORN-F,Comfortable
196,ACORN-Q,Adversity
197,ACORN-F,Comfortable
199,ACORN-L,Adversity
200,ACORN-F,Comfortable
201,ACORN-F,Comfortable
202,ACORN-K,Adversity
203,ACORN-E,Affluent
204,ACORN-Q,Adversity
205,ACORN-E,Affluent
206,ACORN-F,Comfortable
207,ACORN-Q,Adversity
208,ACORN-Q,Adversity
209,ACORN-F,Comfortable
210,ACORN-F,Comfortable
211,ACORN-F,Comfortable
212,ACORN-Q,Adversity
213,ACORN-O,Adversity
214,ACORN-E,Affluent
215,ACORN-F,Comfortable
216,ACORN-Q,Adversity
217,ACORN-F,Comfortable
218,ACORN-E,Affluent
220,ACORN-E,Affluent
221,ACORN-E,Affluent
222,ACORN-F,Comfortable
223,ACORN-Q,Adversity
224,ACORN-E,Affluent
225,ACORN-G,Comfortable
226,ACORN-F,Comfortable
227,ACORN-Q,Adversity
228,ACORN-E,Affluent
229,ACORN-F,Comfortable
230,ACORN-K,Adversity
231,ACORN-Q,Adversity
232,ACORN-F,Comfortable
233,ACORN-Q,Adversity
234,ACORN-E,Affluent
235,ACORN-E,Affluent
237,ACORN-E,Affluent
238,ACORN-F,Comfortable
239,ACORN-H,Comfortable
240,ACORN-F,Comfortable
241,ACORN-G,Comfortable
242,ACORN-E,Affluent
243,ACORN-F,Comfortable
244,ACORN-F,Comfortable
245,ACORN-L,Adversity
246,ACORN-A,Affluent
248,ACORN-F,Comfortable
249,ACORN-Q,Adversity
250,ACORN-G,Comfortable
251,ACORN-H,Comfortable
252,ACORN-F,Comfortable
253,ACORN-E,Affluent
254,ACORN-H,Comfortable
255,ACORN-K,Adversity
256,ACORN-L,Adversity
258,ACORN-K,Adversity
260,ACORN-G,Comfortable
262,ACORN-F,Comfortable
263,ACORN-E,Affluent
264,ACORN-E,Affluent
267,ACORN-K,Adversity
268,ACORN-Q,Adversity
269,ACORN-Q,Adversity
270,ACORN-E,Affluent
271,ACORN-F,Comfortable
272,ACORN-H,Comfortable
273,ACORN-E,Affluent
274,ACORN-E,Affluent
275,ACORN-E,Affluent
276,ACORN-F,Comfortable
277,ACORN-F,Comfortable
279,ACORN-F,Comfortable
280,ACORN-E,Affluent
281,ACORN-K,Adversity
282,ACORN-E,Affluent
283,ACORN-P,Adversity
284,ACORN-E,Affluent
285,ACORN-Q,Adversity
287,ACORN-E,Affluent
289,ACORN-D,Affluent
291,ACORN-D,Affluent
294,ACORN-H,Comfortable
295,ACORN-E,Affluent
296,ACORN-E,Affluent
297,ACORN-E,Affluent
299,ACORN-E,Affluent
300,ACORN-E,Affluent
301,ACORN-E,Affluent
302,ACORN-E,Affluent
304,ACORN-E,Affluent
305,ACORN-Q,Adversity
306,ACORN-E,Affluent
307,ACORN-E,Affluent
308,ACORN-E,Affluent
309,ACORN-E,Affluent
310,ACORN-L,Adversity
311,ACORN-D,Affluent
312,ACORN-E,Affluent
313,ACORN-Q,Adversity
314,ACORN-F,Comfortable
315,ACORN-E,Affluent
316,ACORN-Q,Adversity
317,ACORN-D,Affluent
318,ACORN-Q,Adversity
319,ACORN-F,Comfortable
320,ACORN-E,Affluent
321,ACORN-E,Affluent
322,ACORN-D,Affluent
323,ACORN-A,Affluent
324,ACORN-E,Affluent
325,ACORN-E,Affluent
326,ACORN-D,Affluent
327,ACORN-E,Affluent
329,ACORN-Q,Adversity
330,ACORN-E,Affluent
331,ACORN-E,Affluent
332,ACORN-E,Affluent
333,ACORN-Q,Adversity
334,ACORN-Q,Adversity
335,ACORN-E,Affluent
337,ACORN-P,Adversity
338,ACORN-E,Affluent
340,ACORN-H,Comfortable
341,ACORN-H,Comfortable
343,ACORN-K,Adversity
345,ACORN-E,Affluent
346,ACORN-E,Affluent
347,ACORN-F,Comfortable
348,ACORN-G,Comfortable
349,ACORN-E,Affluent
350,ACORN-P,Adversity
351,ACORN-E,Affluent
353,ACORN-E,Affluent
355,ACORN-E,Affluent
356,ACORN-E,Affluent
357,ACORN-E,Affluent
358,ACORN-E,Affluent
359,ACORN-E,Affluent
360,ACORN-H,Comfortable
361,ACORN-E,Affluent
362,ACORN-Q,Adversity
363,ACORN-O,Adversity
364,ACORN-Q,Adversity
365,ACORN-Q,Adversity
367,ACORN-E,Affluent
368,ACORN-E,Affluent
370,ACORN-E,Affluent
371,ACORN-F,Comfortable
372,ACORN-E,Affluent
373,ACORN-L,Adversity
374,ACORN-E,Affluent
375,ACORN-H,Comfortable
376,ACORN-E,Affluent
377,ACORN-D,Affluent
378,ACORN-E,Affluent
379,ACORN-A,Affluent
380,ACORN-E,Affluent
381,ACORN-H,Comfortable
382,ACORN-H,Comfortable
385,ACORN-Q,Adversity
386,ACORN-A,Affluent
387,ACORN-E,Affluent
388,ACORN-E,Affluent
389,ACORN-E,Affluent
390,ACORN-L,Adversity
391,ACORN-Q,Adversity
394,ACORN-H,Comfortable
396,ACORN-E,Affluent
397,ACORN-F,Comfortable
398,ACORN-E,Affluent
399,ACORN-F,Comfortable
400,ACORN-E,Affluent
403,ACORN-E,Affluent
404,ACORN-E,Affluent
405,ACORN-H,Comfortable
407,ACORN-F,Comfortable
409,ACORN-E,Affluent
411,ACORN-F,Comfortable
412,ACORN-Q,Adversity
413,ACORN-E,Affluent
414,ACORN-E,Affluent
415,ACORN-E,Affluent
416,ACORN-Q,Adversity
417,ACORN-Q,Adversity
419,ACORN-E,Affluent
420,ACORN-E,Affluent
422,ACORN-E,Affluent
423,ACORN-Q,Adversity
424,ACORN-E,Affluent
425,ACORN-Q,Adversity
426,ACORN-F,Comfortable
427,ACORN-O,Adversity
428,ACORN-L,Adversity
429,ACORN-E,Affluent
430,ACORN-Q,Adversity
431,ACORN-C,Affluent
432,ACORN-F,Comfortable
434,ACORN-Q,Adversity
435,ACORN-Q,Adversity
436,ACORN-L,Adversity
437,ACORN-E,Affluent
438,ACORN-E,Affluent
440,ACORN-K,Adversity
441,ACORN-E,Affluent
442,ACORN-D,Affluent
443,ACORN-E,Affluent
444,ACORN-E,Affluent
445,ACORN-F,Comfortable
446,ACORN-H,Comfortable
448,ACORN-E,Affluent
449,ACORN-Q,Adversity
450,ACORN-A,Affluent
452,ACORN-H,Comfortable
453,ACORN-G,Comfortable
454,ACORN-E,Affluent
455,ACORN-D,Affluent
457,ACORN-Q,Adversity
458,ACORN-E,Affluent
459,ACORN-E,Affluent
460,ACORN-Q,Adversity
462,ACORN-D,Affluent
463,ACORN-E,Affluent
466,ACORN-L,Adversity
468,ACORN-F,Comfortable
469,ACORN-E,Affluent
471,ACORN-Q,Adversity
472,ACORN-Q,Adversity
473,ACORN-E,Affluent
474,ACORN-O,Adversity
476,ACORN-F,Comfortable
477,ACORN-M,Adversity
479,ACORN-F,Comfortable
480,ACORN-E,Affluent
481,ACORN-P,Adversity
482,ACORN-E,Affluent
483,ACORN-N,Adversity
484,ACORN-L,Adversity
485,ACORN-E,Affluent
486,ACORN-Q,Adversity
488,ACORN-E,Affluent
489,ACORN-E,Affluent
490,ACORN-L,Adversity
491,ACORN-O,Adversity
492,ACORN-I,Comfortable
493,ACORN-M,Adversity
495,ACORN-E,Affluent
496,ACORN-E,Affluent
498,ACORN-H,Comfortable
499,ACORN-E,Affluent
501,ACORN-F,Comfortable
502,ACORN-F,Comfortable
503,ACORN-D,Affluent
504,ACORN-E,Affluent
505,ACORN-E,Affluent
506,ACORN-E,Affluent
507,ACORN-Q,Adversity
508,ACORN-E,Affluent
509,ACORN-E,Affluent
510,ACORN-Q,Adversity
511,ACORN-Q,Adversity
513,ACORN-Q,Adversity
514,ACORN-O,Adversity
515,ACORN-K,Adversity
516,ACORN-E,Affluent
517,ACORN-C,Affluent
518,ACORN-E,Affluent
519,ACORN-G,Comfortable
520,ACORN-J,Comfortable
522,ACORN-D,Affluent
524,ACORN-G,Comfortable
526,ACORN-E,Affluent
527,ACORN-Q,Adversity
528,ACORN-O,Adversity
530,ACORN-F,Comfortable
531,ACORN-D,Affluent
532,ACORN-K,Adversity
533,ACORN-H,Comfortable
534,ACORN-Q,Adversity
535,ACORN-A,Affluent
536,ACORN-F,Comfortable
538,ACORN-E,Affluent
539,ACORN-F,Comfortable
540,ACORN-E,Affluent
541,ACORN-Q,Adversity
542,ACORN-Q,Adversity
543,ACORN-Q,Adversity
545,ACORN-C,Affluent
546,ACORN-E,Affluent
547,ACORN-H,Comfortable
548,ACORN-L,Adversity
550,ACORN-F,Comfortable
551,ACORN-D,Affluent
552,ACORN-K,Adversity
553,ACORN-F,Comfortable
554,ACORN-H,Comfortable
555,ACORN-P,Adversity
556,ACORN-Q,Adversity
557,ACORN-A,Affluent
558,ACORN-Q,Adversity
559,ACORN-L,Adversity
560,ACORN-Q,Adversity
562,ACORN-E,Affluent
563,ACORN-F,Comfortable
564,ACORN-E,Affluent
566,ACORN-K,Adversity
567,ACORN-E,Affluent
568,ACORN-L,Adversity
569,ACORN-A,Affluent
570,ACORN-P,Adversity
571,ACORN-Q,Adversity
572,ACORN-D,Affluent
573,ACORN-L,Adversity
574,ACORN-K,Adversity
575,ACORN-Q,Adversity
576,ACORN-Q,Adversity
577,ACORN-E,Affluent
578,ACORN-H,Comfortable
579,ACORN-Q,Adversity
580,ACORN-Q,Adversity
581,ACORN-N,Adversity
585,ACORN-Q,Adversity
588,ACORN-H,Comfortable
589,ACORN-H,Comfortable
591,ACORN-F,Comfortable
592,ACORN-L,Adversity
594,ACORN-F,Comfortable
596,ACORN-E,Affluent
597,ACORN-P,Adversity
599,ACORN-Q,Adversity
600,ACORN-E,Affluent
601,ACORN-K,Adversity
602,ACORN-E,Affluent
603,ACORN-E,Affluent
604,ACORN-O,Adversity
606,ACORN-B,Affluent
607,ACORN-L,Adversity
608,ACORN-L,Adversity
610,ACORN-E,Affluent
612,ACORN-E,Affluent
613,ACORN-F,Comfortable
614,ACORN-H,Comfortable
615,ACORN-Q,Adversity
616,ACORN-Q,Adversity
618,ACORN-E,Affluent
621,ACORN-K,Adversity
622,ACORN-Q,Adversity
623,ACORN-K,Adversity
624,ACORN-E,Affluent
625,ACORN-E,Affluent
626,ACORN-O,Adversity
627,ACORN-Q,Adversity
629,ACORN-L,Adversity
630,ACORN-C,Affluent
631,ACORN-E,Affluent
632,ACORN-D,Affluent
634,ACORN-F,Comfortable
636,ACORN-E,Affluent
637,ACORN-E,Affluent
638,ACORN-H,Comfortable
639,ACORN-E,Affluent
642,ACORN-F,Comfortable
643,ACORN-F,Comfortable
644,ACORN-L,Adversity
645,ACORN-P,Adversity
646,ACORN-E,Affluent
647,ACORN-D,Affluent
648,ACORN-F,Comfortable
649,ACORN-P,Adversity
650,ACORN-F,Comfortable
651,ACORN-E,Affluent
652,ACORN-E,Affluent
654,ACORN-E,Affluent
655,ACORN-F,Comfortable
656,ACORN-O,Adversity
657,ACORN-Q,Adversity
658,ACORN-L,Adversity
659,ACORN-L,Adversity
660,ACORN-K,Adversity
661,ACORN-F,Comfortable
662,ACORN-L,Adversity
663,ACORN-E,Affluent
664,ACORN-K,Adversity
667,ACORN-M,Adversity
668,ACORN-J,Comfortable
669,ACORN-E,Affluent
670,ACORN-L,Adversity
671,ACORN-F,Comfortable
674,ACORN-M,Adversity
675,ACORN-F,Comfortable
676,ACORN-F,Comfortable
677,ACORN-E,Affluent
678,ACORN-F,Comfortable
679,ACORN-E,Affluent
682,ACORN-H,Comfortable
684,ACORN-Q,Adversity
685,ACORN-H,Comfortable
686,ACORN-E,Affluent
689,ACORN-C,Affluent
690,ACORN-Q,Adversity
691,ACORN-G,Comfortable
692,ACORN-D,Affluent
693,ACORN-E,Affluent
694,ACORN-L,Adversity
695,ACORN-Q,Adversity
696,ACORN-Q,Adversity
697,ACORN-E,Affluent
698,ACORN-F,Comfortable
699,ACORN-G,Comfortable
700,ACORN-E,Affluent
701,ACORN-E,Affluent
702,ACORN-Q,Adversity
703,ACORN-Q,Adversity
705,ACORN-L,Adversity
706,ACORN-E,Affluent
707,ACORN-N,Adversity
711,ACORN-Q,Adversity
712,ACORN-L,Adversity
713,ACORN-A,Affluent
714,ACORN-Q,Adversity
715,ACORN-D,Affluent
717,ACORN-Q,Adversity
718,ACORN-Q,Adversity
720,ACORN-K,Adversity
721,ACORN-F,Comfortable
723,ACORN-H,Comfortable
724,ACORN-L,Adversity
726,ACORN-I,Comfortable
727,ACORN-D,Affluent
729,ACORN-E,Affluent
730,ACORN-E,Affluent
731,ACORN-L,Adversity
732,ACORN-E,Affluent
733,ACORN-E,Affluent
734,ACORN-K,Adversity
735,ACORN-Q,Adversity
736,ACORN-H,Comfortable
737,ACORN-D,Affluent
740,ACORN-Q,Adversity
741,ACORN-D,Affluent
742,ACORN-E,Affluent
743,ACORN-Q,Adversity
744,ACORN-C,Affluent
745,ACORN-E,Affluent
746,ACORN-Q,Adversity
747,ACORN-E,Affluent
748,ACORN-Q,Adversity
749,ACORN-E,Affluent
750,ACORN-L,Adversity
752,ACORN-Q,Adversity
753,ACORN-E,Affluent
756,ACORN-E,Affluent
757,ACORN-O,Adversity
758,ACORN-Q,Adversity
760,ACORN-Q,Adversity
761,ACORN-K,Adversity
762,ACORN-E,Affluent
763,ACORN-L,Adversity
764,ACORN-E,Affluent
765,ACORN-E,Affluent
767,ACORN-E,Affluent
768,ACORN-A,Affluent
769,ACORN-F,Comfortable
770,ACORN-E,Affluent
771,ACORN-Q,Adversity
773,ACORN-H,Comfortable
774,ACORN-E,Affluent
776,ACORN-D,Affluent
777,ACORN-E,Affluent
778,ACORN-A,Affluent
779,ACORN-L,Adversity
780,ACORN-E,Affluent
781,ACORN-Q,Adversity
782,ACORN-E,Affluent
783,ACORN-F,Comfortable
784,ACORN-H,Comfortable
786,ACORN-O,Adversity
787,ACORN-F,Comfortable
788,ACORN-F,Comfortable
790,ACORN-L,Adversity
792,ACORN-L,Adversity
793,ACORN-J,Comfortable
794,ACORN-F,Comfortable
795,ACORN-F,Comfortable
796,ACORN-Q,Adversity
798,ACORN-C,Affluent
799,ACORN-F,Comfortable
800,ACORN-H,Comfortable
802,ACORN-K,Adversity
804,ACORN-E,Affluent
806,ACORN-K,Adversity
807,ACORN-J,Comfortable
808,ACORN-D,Affluent
809,ACORN-H,Comfortable
811,ACORN-K,Adversity
812,ACORN-E,Affluent
813,ACORN-F,Comfortable
815,ACORN-D,Affluent
816,ACORN-A,Affluent
818,ACORN-N,Adversity
820,ACORN-Q,Adversity
823,ACORN-E,Affluent
824,ACORN-I,Comfortable
825,ACORN-E,Affluent
826,ACORN-F,Comfortable
827,ACORN-K,Adversity
829,ACORN-L,Adversity
831,ACORN-E,Affluent
832,ACORN-K,Adversity
833,ACORN-I,Comfortable
835,ACORN-G,Comfortable
836,ACORN-Q,Adversity
837,ACORN-E,Affluent
838,ACORN-Q,Adversity
839,ACORN-Q,Adversity
840,ACORN-E,Affluent
842,ACORN-K,Adversity
843,ACORN-Q,Adversity
844,ACORN-H,Comfortable
846,ACORN-J,Comfortable
848,ACORN-E,Affluent
849,ACORN-E,Affluent
850,ACORN-A,Affluent
852,ACORN-K,Adversity
853,ACORN-Q,Adversity
854,ACORN-I,Comfortable
855,ACORN-E,Affluent
856,ACORN-F,Comfortable
858,ACORN-K,Adversity
860,ACORN-N,Adversity
861,ACORN-E,Affluent
862,ACORN-H,Comfortable
863,ACORN-D,Affluent
864,ACORN-E,Affluent
865,ACORN-L,Adversity
866,ACORN-D,Affluent
867,ACORN-K,Adversity
869,ACORN-P,Adversity
870,ACORN-Q,Adversity
871,ACORN-D,Affluent
872,ACORN-K,Adversity
873,ACORN-P,Adversity
874,ACORN-F,Comfortable
875,ACORN-E,Affluent
876,ACORN-J,Comfortable
880,ACORN-F,Comfortable
881,ACORN-K,Adversity
882,ACORN-H,Comfortable
883,ACORN-D,Affluent
885,ACORN-J,Comfortable
886,ACORN-A,Affluent
888,ACORN-D,Affluent
889,ACORN-Q,Adversity
890,ACORN-Q,Adversity
891,ACORN-Q,Adversity
892,ACORN-E,Affluent
893,ACORN-L,Adversity
894,ACORN-Q,Adversity
896,ACORN-E,Affluent
897,ACORN-B,Affluent
899,ACORN-H,Comfortable
900,ACORN-G,Comfortable
902,ACORN-A,Affluent
903,ACORN-E,Affluent
904,ACORN-F,Comfortable
905,ACORN-E,Affluent
906,ACORN-Q,Adversity
907,ACORN-H,Comfortable
908,ACORN-H,Comfortable
909,ACORN-I,Comfortable
911,ACORN-M,Adversity
912,ACORN-K,Adversity
914,ACORN-H,Comfortable
915,ACORN-Q,Adversity
916,ACORN-E,Affluent
917,ACORN-F,Comfortable
918,ACORN-E,Affluent
919,ACORN-P,Adversity
920,ACORN-F,Comfortable
921,ACORN-Q,Adversity
922,ACORN-F,Comfortable
923,ACORN-M,Adversity
925,ACORN-K,Adversity
926,ACORN-Q,Adversity
927,ACORN-H,Comfortable
928,ACORN-Q,Adversity
929,ACORN-O,Adversity
930,ACORN-N,Adversity
933,ACORN-F,Comfortable
934,ACORN-F,Comfortable
936,ACORN-E,Affluent
940,ACORN-E,Affluent
941,ACORN-E,Affluent
947,ACORN-Q,Adversity
948,ACORN-A,Affluent
949,ACORN-Q,Adversity
950,ACORN-E,Affluent
951,ACORN-E,Affluent
952,ACORN-Q,Adversity
953,ACORN-L,Adversity
954,ACORN-Q,Adversity
955,ACORN-H,Comfortable
956,ACORN-E,Affluent
957,ACORN-D,Affluent
958,ACORN-E,Affluent
959,ACORN-L,Adversity
960,ACORN-E,Affluent
962,ACORN-F,Comfortable
963,ACORN-Q,Adversity
964,ACORN-E,Affluent
966,ACORN-H,Comfortable
967,ACORN-Q,Adversity
968,ACORN-E,Affluent
969,ACORN-F,Comfortable
970,ACORN-J,Comfortable
971,ACORN-Q,Adversity
972,ACORN-E,Affluent
973,ACORN-E,Affluent
974,ACORN-A,Affluent
975,ACORN-E,Affluent
977,ACORN-E,Affluent
978,ACORN-Q,Adversity
979,ACORN-L,Adversity
980,ACORN-F,Comfortable
981,ACORN-Q,Adversity
983,ACORN-D,Affluent
984,ACORN-F,Comfortable
986,ACORN-F,Comfortable
987,ACORN-J,Comfortable
988,ACORN-F,Comfortable
989,ACORN-Q,Adversity
990,ACORN-E,Affluent
992,ACORN-F,Comfortable
995,ACORN-H,Comfortable
996,ACORN-F,Comfortable
997,ACORN-Q,Adversity
998,ACORN-H,Comfortable
1000,ACORN-D,Affluent
1001,ACORN-E,Affluent
1002,ACORN-Q,Adversity
1003,ACORN-Q,Adversity
1005,ACORN-K,Adversity
1006,ACORN-L,Adversity
1007,ACORN-Q,Adversity
1008,ACORN-Q,Adversity
1009,ACORN-H,Comfortable
1010,ACORN-L,Adversity
1011,ACORN-E,Affluent
1017,ACORN-N,Adversity
1018,ACORN-Q,Adversity
1019,ACORN-F,Comfortable
1020,ACORN-Q,Adversity
1021,ACORN-F,Comfortable
1022,ACORN-E,Affluent
1026,ACORN-N,Adversity
1027,ACORN-E,Affluent
1028,ACORN-F,Comfortable
1029,ACORN-E,Affluent
1031,ACORN-Q,Adversity
1032,ACORN-E,Affluent
1035,ACORN-Q,Adversity
1036,ACORN-G,Comfortable
1037,ACORN-Q,Adversity
1038,ACORN-Q,Adversity
1039,ACORN-E,Affluent
1040,ACORN-Q,Adversity
1041,ACORN-Q,Adversity
1042,ACORN-E,Affluent
1043,ACORN-E,Affluent
1044,ACORN-H,Comfortable
1045,ACORN-H,Comfortable
1046,ACORN-M,Adversity
1047,ACORN-Q,Adversity
1048,ACORN-Q,Adversity
1049,ACORN-Q,Adversity
1050,ACORN-Q,Adversity
1051,ACORN-Q,Adversity
1052,ACORN-E,Affluent
1053,ACORN-E,Affluent
1054,ACORN-K,Adversity
1055,ACORN-F,Comfortable
1056,ACORN-E,Affluent
1058,ACORN-P,Adversity
1059,ACORN-M,Adversity
1060,ACORN-E,Affluent
1061,ACORN-K,Adversity
1062,ACORN-Q,Adversity
1063,ACORN-K,Adversity
1066,ACORN-E,Affluent
1067,ACORN-Q,Adversity
1068,ACORN-K,Adversity
1069,ACORN-G,Comfortable
1070,ACORN-D,Affluent
1071,ACORN-G,Comfortable
1072,ACORN-P,Adversity
1073,ACORN-E,Affluent
1076,ACORN-H,Comfortable
1077,ACORN-E,Affluent
1078,ACORN-F,Comfortable
1079,ACORN-F,Comfortable
1080,ACORN-F,Comfortable
1081,ACORN-E,Affluent
1082,ACORN-E,Affluent
1083,ACORN-Q,Adversity
1084,ACORN-F,Comfortable
1085,ACORN-K,Adversity
1086,ACORN-Q,Adversity
1088,ACORN-H,Comfortable
1089,ACORN-Q,Adversity
1090,ACORN-F,Comfortable
1093,ACORN-H,Comfortable
1094,ACORN-Q,Adversity
1095,ACORN-M,Adversity
1098,ACORN-D,Affluent
1099,ACORN-E,Affluent
1100,ACORN-Q,Adversity
1101,ACORN-P,Adversity
1104,ACORN-K,Adversity
1106,ACORN-Q,Adversity
1109,ACORN-E,Affluent
1111,ACORN-E,Affluent
1112,ACORN-L,Adversity
1113,ACORN-L,Adversity
1114,ACORN-L,Adversity
1115,ACORN-E,Affluent
1117,ACORN-E,Affluent
1119,ACORN-N,Adversity
1120,ACORN-H,Comfortable
1121,ACORN-F,Comfortable
1122,ACORN-Q,Adversity
1123,ACORN-E,Affluent
1124,ACORN-F,Comfortable
1125,ACORN-F,Comfortable
1126,ACORN-K,Adversity
1127,ACORN-L,Adversity
1128,ACORN-Q,Adversity
1130,ACORN-E,Affluent
1131,ACORN-Q,Adversity
1134,ACORN-E,Affluent
1135,ACORN-D,Affluent
1137,ACORN-Q,Adversity
1138,ACORN-E,Affluent
1139,ACORN-F,Comfortable
1140,ACORN-C,Affluent
1144,ACORN-E,Affluent
1145,ACORN-A,Affluent
1146,ACORN-Q,Adversity
1148,ACORN-E,Affluent
1149,ACORN-E,Affluent
1151,ACORN-H,Comfortable
1152,ACORN-E,Affluent
1153,ACORN-Q,Adversity
1154,ACORN-E,Affluent
1155,ACORN-H,Comfortable
1157,ACORN-D,Affluent
1158,ACORN-E,Affluent
1159,ACORN-L,Adversity
1160,ACORN-E,Affluent
1161,ACORN-E,Affluent
1162,ACORN-Q,Adversity
1163,ACORN-E,Affluent
1164,ACORN-E,Affluent
1167,ACORN-O,Adversity
1168,ACORN-Q,Adversity
1170,ACORN-F,Comfortable
1171,ACORN-H,Comfortable
1172,ACORN-J,Comfortable
1173,ACORN-E,Affluent
1174,ACORN-L,Adversity
1175,ACORN-E,Affluent
1176,ACORN-Q,Adversity
1177,ACORN-P,Adversity
1178,ACORN-K,Adversity
1180,ACORN-E,Affluent
1181,ACORN-E,Affluent
1183,ACORN-L,Adversity
1184,ACORN-E,Affluent
1185,ACORN-M,Adversity
1186,ACORN-F,Comfortable
1187,ACORN-L,Adversity
1188,ACORN-Q,Adversity
1189,ACORN-E,Affluent
1190,ACORN-Q,Adversity
1191,ACORN-E,Affluent
1192,ACORN-M,Adversity
1193,ACORN-Q,Adversity
1194,ACORN-E,Affluent
1195,ACORN-K,Adversity
1196,ACORN-E,Affluent
1197,ACORN-F,Comfortable
1198,ACORN-E,Affluent
1199,ACORN-E,Affluent
1200,ACORN-F,Comfortable
1201,ACORN-I,Comfortable
1203,ACORN-E,Affluent
1204,ACORN-Q,Adversity
1205,ACORN-N,Adversity
